service,method,http_method,endpoint_literals,file,line
usuario.service,verificarcodigodoblefactor,POST,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,33
usuario.service,login,POST,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,42
usuario.service,usuarios,GET,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,136
usuario.service,recuperarcontrasena,POST,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,141
usuario.service,verificarcodigo,POST,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,146
usuario.service,resetearcontrasena,POST,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,151
usuario.service,verusuario,GET,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,156
usuario.service,verusuariosalmacen,GET,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,161
usuario.service,tiposusuario,GET,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,166
usuario.service,verificarusername,GET,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,171
usuario.service,saveusuario,PUT,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,176
usuario.service,saveperfil,PUT,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,181
usuario.service,addusuario,POST,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,186
usuario.service,cambiarcontrasena,PUT,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,191
usuario.service,savecolumnas_mover_dividir,PUT,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,196
usuario.service,savecolumnas_pedido,PUT,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,201
usuario.service,cambiarclientealmacen,PUT,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,206
usuario.service,cambiaralmacen,PUT,,AtlantesFE-main/AtlantesFE-main/src/app/services/usuario.service.ts,211
