table,file,select,join,insert,update,delete,total_refs
t_temperatura,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,0,0,0,1
t_timbrado,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,0,1,0,0,1
t_timbrado,almacen.sql,0,1,0,0,0,1
t_timbradodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,0,1,2,0,3
t_timbradoturno,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,5,0,0,0,5
t_timbradoturno,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_timbradoturno,almacen.sql,0,1,0,0,0,1
t_timeszones,AtlantesBE-main/AtlantesBE-main/app/services/DateTimeService.php,1,0,0,0,0,1
t_tipoalmacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,1,4,0,0,0,5
t_tipobulto,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/functions/ovp.php,0,7,0,0,0,7
t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,30,0,0,0,30
t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,6,0,3,4,0,13
t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,26,0,0,0,26
t_tipocambio,almacen.sql,0,58,0,0,0,58
t_tipocamion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,8,0,0,0,8
t_tipocamion,almacen.sql,0,1,0,0,0,1
t_tipocarga,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipocarga,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,1,0,0,0,1
t_tipocarga,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,0,0,0,1
t_tipocobro,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,0,0,0,1
t_tipocontenedor,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,7,0,0,0,7
t_tipocontenedor,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipocontenedor,almacen.sql,0,1,0,0,0,1
t_tipodescarga,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,6,0,0,0,6
t_tipodescarga,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipodescarga,almacen.sql,0,1,0,0,0,1
t_tipoembarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,3,0,0,0,3
t_tipoembarque,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,2,7,0,0,0,9
t_tipoembarque,almacen.sql,0,1,0,0,0,1
t_tipoentidad,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,6,0,0,0,6
t_tipoentidad,almacen.sql,0,5,0,0,0,5
t_tipoevento,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipoevento,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,3,0,0,0,3
t_tipofacturapago,AtlantesBE-main/AtlantesBE-main/app/functions/ovp.php,0,1,0,0,0,1
t_tipofacturapago,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,3,0,0,0,3
t_tipofacturapago,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,1,0,0,0,1
t_tipoingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,8,0,0,0,8
t_tipoingreso,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipoingreso,almacen.sql,0,1,0,0,0,1
t_tipoliquidacion,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipopedido,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipoplanilla,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,0,0,0,1
t_tipoplanilla,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipoproducto,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,6,0,0,0,6
t_tipoproducto,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipoproducto,almacen.sql,0,1,0,0,0,1
t_tipotransferencia,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,3,0,0,0,3
t_tipotransferencia,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,1,0,0,0,0,1
t_tipousuario,AtlantesBE-main/AtlantesBE-main/app/routes/usuarios.php,1,2,0,0,0,3
t_transportista,AtlantesBE-main/AtlantesBE-main/app/functions/ovp.php,0,1,0,0,0,1
t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1,19,0,0,0,20
t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,1,0,0,0,1
t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,2,1,1,0,4
t_transportista,almacen.sql,0,5,0,0,0,5
t_transportistadireccion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,0,0,0,1
t_transportistadireccion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,2,0,2,1,1,6
t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,4,9,5,5,1,24
t_ubicacionitem,almacen.sql,0,2,0,0,0,2
t_usuario,AtlantesBE-main/AtlantesBE-main/app/functions/logOVP.php,1,0,0,0,0,1
t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,38,0,0,0,38
t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,10,0,0,0,10
t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,6,0,0,0,6
t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/usuarios.php,7,0,1,5,0,13
t_usuario,almacen.sql,0,3,0,0,0,3
t_usuario_almacenes,AtlantesBE-main/AtlantesBE-main/app/routes/usuarios.php,3,1,1,0,1,6
t_usuario_columnas_moverdividir,AtlantesBE-main/AtlantesBE-main/app/routes/usuarios.php,2,0,1,0,1,4
t_usuario_columnas_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/usuarios.php,2,0,1,0,1,4
t_usuariomodulo,AtlantesBE-main/AtlantesBE-main/app/middleware/jwt.php,1,0,0,0,0,1
t_usuariomodulo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,2,0,0,0,2
t_usuariomodulo,AtlantesBE-main/AtlantesBE-main/app/routes/usuarios.php,3,0,1,1,1,6
the,AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/bindings/tcpdf/qrcode.php,2,0,0,0,0,2
the,AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/phpqrcode.php,1,0,0,0,0,1
the,AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrspec.php,1,0,0,0,0,1
themselves,AtlantesFE-main/AtlantesFE-main/src/polyfills.ts,0,0,0,1,0,1
tmp_accesorios_vehiculos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_agentecargacorreosfacturacion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,1,0,0,2
tmp_agentecargadireccion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,2,2,0,0,4
tmp_almacenes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,2,0,0,0,2
tmp_archivos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,2,1,0,0,3
tmp_ate_gas_control_calidad_produccion_max,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ate_gas_etapa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,21,0,0,0,21
tmp_ate_gas_etapa_anterior,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,6,0,0,0,6
tmp_ate_gas_etapa_anterior_max,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,6,0,0,0,6
tmp_ate_gas_etapa_anterior_tiempos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ate_gas_etapa_control_calidad_tiempos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ate_gas_etapa_max,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,8,0,0,0,8
tmp_ate_gas_etapa_produccion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ate_gas_etapa_produccion_max,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,2,0,0,0,2
tmp_ate_gas_etapa_produccion_tecnicos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ate_gas_etapa_produccion_tiempos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ate_gas_etapa_produccion_ubicacion_max,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ate_gas_etapa_tecnico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,4,0,0,0,4
tmp_ate_gas_etapa_tecnico_qa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,3,0,0,0,3
tmp_ate_gas_etapa_tiempos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,6,0,0,0,6
tmp_ate_gas_inventario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ate_gas_ubicacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ategas_ultimopaso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_balance,almacen.sql,0,0,1,2,0,3
tmp_cantidad_ate_gas_etapa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_cantidadsinubicacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_cargo,almacen.sql,0,0,1,0,0,1
tmp_chasis,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_clientecorreosfacturacion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,1,0,0,2
tmp_clientedireccion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,2,2,0,0,4
tmp_cobrado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,2,2,0,0,4
tmp_correosfacturacion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,3,3,0,0,6
tmp_costo,almacen.sql,2,0,1,0,0,3
tmp_debitado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,1,0,0,2
tmp_diasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,1,0,0,2
tmp_disponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,1,0,3
tmp_embarques,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,0,1,0,0,1
tmp_embarquescobros,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,1,0,0,2
tmp_entidad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,1,0,0,2
tmp_facturado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,1,0,0,2
tmp_gestionlogistica,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,1,0,0,2
tmp_imagenes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,2,1,0,0,3
tmp_ingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,0,2,0,0,2
tmp_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_ingresos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_inter_company,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,1,0,0,2
tmp_inventario_pendiente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_items,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_metodotimbrado,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,1,0,0,2
tmp_pagos,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,4,4,0,0,8
tmp_pedidocantidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_pedidosalidas,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_preciotimbradoproducto,AtlantesBE-main/AtlantesBE-main/app/routes/datosmaestro.php,0,1,1,0,0,2
tmp_preparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_prestadordireccion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,2,2,0,0,4
tmp_proveedorcorreosfacturacion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,1,0,0,2
tmp_proveedordireccion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,2,2,0,0,4
tmp_reporte,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,0,1,0,0,1
tmp_reporteconceptos,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1,0,7,0,0,8
tmp_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,2,2,0,0,4
tmp_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,4,4,0,0,8
tmp_salidadetalleimagen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_salidas,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,1,1,2,0,0,4
tmp_salidas,almacen.sql,0,1,1,0,0,2
tmp_salidasinicial,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,6,3,0,0,9
tmp_salidaspendientes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,2,2,0,0,4
tmp_serviciologistico,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,1,1,0,0,2
tmp_tecnicos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_timbradodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,2,0,0,3
tmp_totalcobradofacturas,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,1,0,0,2
tmp_totalcobradonotasdebito,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,1,0,0,2
tmp_totalfacturas,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,1,0,0,2
tmp_totalnotasdebito,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,1,1,0,0,2
tmp_transportistadireccion,AtlantesBE-main/AtlantesBE-main/app/routes/entidades.php,0,2,2,0,0,4
tmp_ubicacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ubicacion_max,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,0,0,0,1
tmp_ultimaubicacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,2,2,0,0,4
tmp_ultimaubicacion,almacen.sql,0,2,2,0,0,4
tmp_utlimasalida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,0,1,1,0,0,2
tmp_valorcargado,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,2,2,0,0,4
tmp_valorcosteado,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,2,2,0,0,4
tmp_valoresfactura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,2,2,0,0,4
tmp_valoresnotadebito,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,2,2,0,0,4
v_entidades,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,0,11,0,0,0,11
v_entidades,AtlantesBE-main/AtlantesBE-main/app/routes/embarques.php,0,2,0,0,0,2
v_entidades,almacen.sql,0,1,0,0,0,1
