action,table,file,line
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,18762
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,18763
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,18764
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,18765
JOIN,t_movilizador,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,18766
SELECT,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,18950
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,18991
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,18992
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19293
INSERT,tmp_salidas,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19510
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19519
JOIN,tmp_salidas,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19536
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19566
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19595
INSERT,tmp_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19611
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19621
JOIN,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19622
INSERT,tmp_utlimasalida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19633
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19639
JOIN,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19640
INSERT,tmp_salidaspendientes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19651
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19657
JOIN,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19658
JOIN,t_ingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19758
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19759
JOIN,t_tipocamion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19760
JOIN,t_tipoingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19761
JOIN,t_tipocontenedor,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19762
JOIN,t_tipodescarga,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19763
JOIN,t_tipoproducto,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19764
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19765
JOIN,t_embalaje,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19766
JOIN,t_no_conf,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19767
JOIN,t_merma,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19768
JOIN,tmp_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19769
JOIN,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19770
JOIN,t_almacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19771
JOIN,t_tipoalmacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19772
JOIN,t_categoriaalmacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19773
SELECT,t_clientediasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19774
JOIN,t_clientediasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19774
JOIN,tmp_salidaspendientes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19775
SELECT,t_diasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19776
JOIN,t_baseproductos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19777
JOIN,t_referenciacolor,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19778
JOIN,t_embalaje,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19779
JOIN,t_ingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19875
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19876
JOIN,t_tipocamion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19877
JOIN,t_tipoingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19878
JOIN,t_tipocontenedor,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19879
JOIN,t_tipodescarga,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19880
JOIN,t_tipoproducto,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19881
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19882
JOIN,t_embalaje,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19883
JOIN,t_no_conf,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19884
JOIN,t_merma,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19885
JOIN,tmp_utlimasalida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19886
JOIN,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19887
JOIN,t_almacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19888
JOIN,t_tipoalmacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19889
JOIN,t_categoriaalmacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19890
SELECT,t_clientediasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19891
JOIN,t_clientediasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19891
SELECT,t_diasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19892
JOIN,t_baseproductos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19893
JOIN,t_referenciacolor,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19894
JOIN,t_embalaje,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,19895
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20117
INSERT,tmp_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20162
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20172
JOIN,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20173
INSERT,tmp_salidaspendientes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20187
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20193
JOIN,t_ingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20300
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20301
JOIN,t_tipocamion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20302
JOIN,t_tipoingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20303
JOIN,t_tipocontenedor,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20304
JOIN,t_tipodescarga,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20305
JOIN,t_tipoproducto,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20306
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20307
JOIN,t_embalaje,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20308
JOIN,t_no_conf,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20309
JOIN,t_clasificacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20310
JOIN,t_merma,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20311
JOIN,tmp_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20312
JOIN,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20313
JOIN,t_almacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20314
JOIN,t_tipoalmacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20315
JOIN,t_categoriaalmacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20316
SELECT,t_clientediasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20317
JOIN,t_clientediasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20317
JOIN,tmp_salidaspendientes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20318
SELECT,t_diasvencimiento,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20319
JOIN,t_baseproductos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20320
JOIN,t_embalaje,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20321
JOIN,t_referenciacolor,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20322
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20692
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20693
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20694
JOIN,t_almacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20726
JOIN,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20776
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20777
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20778
SELECT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20795
SELECT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20795
SELECT,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20815
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20837
JOIN,t_pedidopreparacionsector,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,20838
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21006
JOIN,t_timbradoturno,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21143
JOIN,t_diasemana,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21144
SELECT,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21230
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21230
DELETE,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21230
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21292
JOIN,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21298
UPDATE,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21311
INSERT,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21328
UPDATE,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21331
INSERT,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21339
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21370
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21622
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21623
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21624
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21625
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21626
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21627
INSERT,tmp_archivos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21706
JOIN,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21712
INSERT,tmp_imagenes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21721
JOIN,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21727
JOIN,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21728
JOIN,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21743
JOIN,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21744
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21745
JOIN,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21777
JOIN,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21778
JOIN,tmp_archivos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21779
JOIN,tmp_imagenes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21780
JOIN,t_inventariofisicoetiqueta,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21781
JOIN,tmp_almacenes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21782
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21783
JOIN,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21814
JOIN,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21815
JOIN,tmp_archivos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21816
JOIN,tmp_imagenes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21817
JOIN,t_inventariofisicoetiqueta,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21818
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21819
JOIN,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21890
JOIN,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21891
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21892
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,21923
INSERT,t_pedidolog,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22183
JOIN,t_ate_gas_etapa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22211
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22212
SELECT,t_danios_vehiculos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22229
JOIN,t_etapa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22247
JOIN,t_estado_etapa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22248
JOIN,tmp_ate_gas_etapa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22268
JOIN,tmp_ate_gas_etapa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22284
JOIN,tmp_ate_gas_etapa_tiempos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22303
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22304
JOIN,tmp_ate_gas_inventario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22305
JOIN,tmp_cantidad_ate_gas_etapa,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,22306
JOIN,dav_facturaplanilla,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,41
JOIN,dav_pagosdetalle,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,42
JOIN,dav_concepto,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,43
JOIN,dav_facturacomercial,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,127
JOIN,dav_partidas,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,128
JOIN,dav_incoterms,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,129
JOIN,dav_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,130
JOIN,dav_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,131
JOIN,dav_aduana,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,132
JOIN,dav_unidad,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,133
JOIN,dav_proveedor,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,134
SELECT,dav_documentos,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,135
JOIN,dav_documentos,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,135
SELECT,dav_documentos,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,136
JOIN,dav_documentos,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,136
SELECT,dav_documentos,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,137
JOIN,dav_documentos,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,137
JOIN,dav_facturacomercial,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,302
JOIN,dav_casos,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,303
JOIN,dav_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,304
JOIN,dav_dato,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,305
JOIN,dav_dato,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,306
JOIN,dav_dato,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,307
JOIN,dav_proveedor,AtlantesBE-main/AtlantesBE-main/app/routes/asgard.php,308
INSERT,tmp_cobrado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,19
INSERT,tmp_facturado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,33
JOIN,t_cargo,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,39
JOIN,t_embarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,40
JOIN,t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,41
JOIN,t_embarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,91
JOIN,t_importacion_exportacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,92
JOIN,t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,93
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,94
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,95
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,96
JOIN,t_estadofactura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,97
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,98
JOIN,t_proveedor,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,99
JOIN,t_prestador,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,100
JOIN,t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,101
JOIN,t_agentecarga,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,102
JOIN,t_dosificacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,103
JOIN,tmp_cobrado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,104
JOIN,tmp_facturado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,105
JOIN,t_motivoanulacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,106
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,107
JOIN,t_embarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,211
JOIN,t_importacion_exportacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,212
JOIN,t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,213
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,214
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,215
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,216
JOIN,t_estadofactura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,217
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,218
JOIN,t_proveedor,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,219
JOIN,t_prestador,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,220
JOIN,t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,221
JOIN,t_agentecarga,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,222
JOIN,t_dosificacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,223
JOIN,t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,224
SELECT,t_dosificacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,358
UPDATE,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,417
INSERT,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,446
UPDATE,t_cargo,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,502
SELECT,t_correonit,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,530
INSERT,t_correonit,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,540
SELECT,t_correonit,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,595
SELECT,t_correonit,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,607
DELETE,t_correonit,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,607
SELECT,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,630
SELECT,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,665
INSERT,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,759
SELECT,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,760
UPDATE,t_dosificacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,763
SELECT,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,765
UPDATE,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1133
UPDATE,t_cargo,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1167
INSERT,tmp_cobrado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1290
INSERT,tmp_debitado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1304
JOIN,t_cargo,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1310
JOIN,t_embarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1311
JOIN,t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1312
JOIN,t_embarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1354
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1355
JOIN,t_importacion_exportacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1356
JOIN,t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1357
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1358
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1359
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1360
JOIN,t_estadofactura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1361
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1363
JOIN,t_proveedor,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1364
JOIN,t_prestador,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1365
JOIN,t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1366
JOIN,t_agentecarga,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1367
JOIN,tmp_cobrado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1368
JOIN,tmp_debitado,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1369
JOIN,t_motivoanulacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1370
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1371
UPDATE,t_notadebito,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1585
UPDATE,t_cargo,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1619
JOIN,t_embarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1730
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1731
JOIN,t_importacion_exportacion,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1732
JOIN,t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1733
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1734
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1735
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1736
JOIN,t_estadofactura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1737
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1738
JOIN,t_proveedor,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1739
JOIN,t_prestador,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1740
JOIN,t_transportista,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1741
JOIN,t_agentecarga,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1742
JOIN,t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1743
SELECT,t_notadebito,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1895
JOIN,t_embarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1896
INSERT,t_notadebito,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1917
UPDATE,t_cargo,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,1976
SELECT,t_notadebito,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,2016
INSERT,tmp_valoresfactura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,2187
JOIN,t_factura,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,2193
JOIN,t_embarque,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,2194
JOIN,t_tipocambio,AtlantesBE-main/AtlantesBE-main/app/routes/contabilidad.php,2195
