action,table,file,line
INSERT,tmp_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6512
JOIN,t_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6520
JOIN,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6521
INSERT,tmp_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6532
JOIN,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6541
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6542
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6566
JOIN,tmp_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6567
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6587
JOIN,tmp_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6588
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6608
JOIN,tmp_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6609
SELECT,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6906
SELECT,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,6990
UPDATE,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7012
INSERT,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7032
SELECT,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7079
INSERT,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7102
INSERT,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7160
SELECT,t_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7256
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7257
UPDATE,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7277
UPDATE,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7298
JOIN,t_ingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7396
SELECT,t_almacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7402
SELECT,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7410
UPDATE,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7416
INSERT,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7417
JOIN,t_ingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7552
UPDATE,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7613
UPDATE,t_ingresodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7620
UPDATE,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7627
INSERT,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7636
JOIN,t_ubicacionitem,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7725
JOIN,t_almacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7726
JOIN,t_ingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7727
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7771
INSERT,tmp_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7785
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7791
INSERT,tmp_pedidosalidas,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7800
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7830
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7831
JOIN,tmp_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7832
JOIN,tmp_pedidosalidas,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7833
SELECT,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7891
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7920
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7926
UPDATE,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7932
SELECT,t_pedidopreparacionsector,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7948
UPDATE,t_pedidopreparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7956
INSERT,t_pedidopreparacionsector,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7971
SELECT,t_pedidopreparacionsector,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7979
DELETE,t_pedidopreparacionsector,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7979
INSERT,t_pedidopreparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7984
INSERT,t_pedidopreparacionsector,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7988
SELECT,t_pedidopreparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,7995
SELECT,t_pedidopreparacionsector,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8003
DELETE,t_pedidopreparacionsector,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8003
SELECT,t_pedidopreparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8004
DELETE,t_pedidopreparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8004
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8058
INSERT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8066
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8067
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8134
INSERT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8146
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8147
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8147
INSERT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8150
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8153
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8160
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8161
JOIN,t_baseproductos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8161
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8165
INSERT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8170
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8178
INSERT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8187
JOIN,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8194
JOIN,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8195
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8197
UPDATE,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8202
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8258
SELECT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8297
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8297
DELETE,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8297
SELECT,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8298
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8298
DELETE,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8298
SELECT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8299
DELETE,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8299
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8300
DELETE,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8300
INSERT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8304
INSERT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8315
INSERT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8321
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8322
SELECT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8322
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8374
SELECT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8476
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8476
DELETE,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8476
SELECT,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8477
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8477
DELETE,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8477
SELECT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8478
DELETE,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8478
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8479
DELETE,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8479
INSERT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8482
INSERT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8493
INSERT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8513
INSERT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8529
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8530
SELECT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8530
SELECT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8539
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8539
DELETE,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8539
SELECT,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8540
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8540
DELETE,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8540
SELECT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8541
DELETE,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8541
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8542
DELETE,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8542
INSERT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8543
INSERT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8545
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8602
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8620
SELECT,t_dias_creacion_entrega,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8626
INSERT,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8631
SELECT,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8632
UPDATE,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8636
JOIN,t_referencia_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8637
INSERT,t_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8660
SELECT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8726
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8726
DELETE,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8726
SELECT,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8727
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8727
DELETE,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8727
SELECT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8728
DELETE,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8728
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8729
DELETE,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8729
SELECT,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8763
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8763
DELETE,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8763
SELECT,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8764
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8764
DELETE,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8764
SELECT,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8765
DELETE,t_pedidotienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8765
SELECT,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8766
DELETE,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8766
UPDATE,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8767
SELECT,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8768
DELETE,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8768
INSERT,tmp_pedidocantidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8865
JOIN,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8873
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8874
INSERT,tmp_disponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8884
JOIN,t_pedidodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8891
JOIN,t_pedidopreparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8892
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8893
UPDATE,tmp_disponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8903
JOIN,t_pedidodisponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8904
JOIN,t_almacendetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8905
INSERT,tmp_preparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8911
JOIN,t_pedidopreparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8918
JOIN,tmp_disponibilidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8919
JOIN,t_pediodetalletienda,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8920
JOIN,t_pedido,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8921
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8968
JOIN,tmp_pedidocantidad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8969
JOIN,t_pedidopreparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8970
JOIN,tmp_preparacion,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8971
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8972
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,8973
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9055
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9173
JOIN,t_ingreso,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9285
JOIN,t_clientecorreovencimientoprm,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9286
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9287
JOIN,t_salidadetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9288
JOIN,t_salida,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9289
SELECT,t_clientecorreovencimientoprm,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9381
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9490
JOIN,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9491
JOIN,t_status,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9492
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9493
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9494
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9606
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9607
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9647
INSERT,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9655
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9764
SELECT,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9956
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,9957
INSERT,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10070
INSERT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10090
JOIN,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10282
JOIN,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10283
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10284
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10285
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10286
JOIN,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10337
JOIN,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10338
JOIN,t_inventariofisicoetiqueta,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10339
JOIN,tmp_almacenes,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10340
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10341
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10342
JOIN,t_ciudad,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10343
INSERT,t_inventariofisicodetallearchivo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10480
JOIN,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10640
JOIN,t_embalaje,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10641
UPDATE,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10784
UPDATE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10829
INSERT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10850
SELECT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10955
SELECT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10966
DELETE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,10966
UPDATE,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11060
UPDATE,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11096
JOIN,t_inventariofisicoconteoimagen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11190
JOIN,t_almacen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11226
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11227
JOIN,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11228
UPDATE,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11334
SELECT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11377
INSERT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11382
SELECT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11387
UPDATE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11394
SELECT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11398
INSERT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11398
UPDATE,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11437
UPDATE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11440
INSERT,t_inventariofisicoconteoimagen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11518
SELECT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11565
INSERT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11570
SELECT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11575
UPDATE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11581
SELECT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11584
INSERT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11584
UPDATE,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11592
UPDATE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11595
INSERT,t_inventariofisicoconteoimagen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11639
JOIN,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11679
UPDATE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11684
SELECT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11686
DELETE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11686
SELECT,t_inventariofisicoconteoimagen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11690
DELETE,t_inventariofisicoconteoimagen,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11690
SELECT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11692
DELETE,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11692
SELECT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11729
SELECT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11738
UPDATE,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11751
INSERT,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11758
SELECT,t_inventariofisicoconteo,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11759
UPDATE,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11763
UPDATE,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11794
JOIN,t_inventariofisico,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11830
JOIN,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11831
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11891
JOIN,t_inventariofisicodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11892
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11893
JOIN,t_usuario,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11894
JOIN,t_status,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11895
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,11965
SELECT,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12003
INSERT,t_timbrado,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12011
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12056
UPDATE,t_timbradodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12089
JOIN,t_cliente,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12126
INSERT,tmp_timbradodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12317
JOIN,t_timbradoturno,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12417
JOIN,t_diasemana,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12418
JOIN,t_baseproductos,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12419
JOIN,t_preciotimbradoproducto,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12420
JOIN,t_cleintemetodotimbrado,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12421
INSERT,t_timbradodetalle,AtlantesBE-main/AtlantesBE-main/app/routes/almacenes.php,12488
